*Fold,Track,Normalised conditional entropy based over-segmentation score,Normalised conditional entropy based under-segmentation score,Frame pair clustering F-measure,Frame pair clustering precision rate,Frame pair clustering recall rate,Random clustering index,Segment boundary recovery evaluation measure @ 0.5sec,Segment boundary recovery precision rate @ 0.5sec,Segment boundary recovery recall rate @ 0.5sec,Segment boundary recovery evaluation measure @ 3sec,Segment boundary recovery precision rate @ 3sec,Segment boundary recovery recall rate @ 3sec,Median distance from an annotated segment boundary to the closest found boundary,Median distance from a found segment boundary to the closest annotated one
0,struct_mrx_10_000057,0.9427,0.4566,0.2869,0.1691,0.9466,0.7321,0.2941,0.4546,0.2174,0.5882,0.9091,0.4348,2.1867,0.9026
0,struct_mrx_10_000058,0.9081,0.4752,0.2870,0.1719,0.8683,0.7568,0.0625,0.1111,0.0435,0.3750,0.6667,0.2609,4.3829,2.2268
0,struct_mrx_10_000059,0.9498,0.3131,0.2088,0.1170,0.9679,0.5084,0.0769,0.1667,0.0500,0.2308,0.5000,0.1500,8.2563,3.0009
0,struct_mrx_10_000060,0.9204,0.4864,0.3292,0.2004,0.9198,0.7473,0.2759,0.5000,0.1905,0.2759,0.5000,0.1905,5.2292,1.8717
0,struct_mrx_10_000061,0.8944,0.3557,0.3032,0.1816,0.9176,0.6056,0.0909,0.1250,0.0714,0.7273,1.0000,0.5714,1.6338,1.4684
0,struct_mrx_10_000062,0.8144,0.3014,0.2434,0.1422,0.8453,0.5265,0.0833,0.1111,0.0667,0.4167,0.5556,0.3333,3.5390,1.0310
0,struct_mrx_10_000063,0.9025,0.4877,0.3382,0.2085,0.8948,0.8251,0.3636,0.6000,0.2609,0.3636,0.6000,0.2609,6.8010,0.3846
0,struct_mrx_10_000064,0.8596,0.4358,0.3126,0.1926,0.8288,0.6050,0.1905,0.2500,0.1538,0.6667,0.8750,0.5385,2.0500,1.8208
0,struct_mrx_10_000065,0.7434,0.2636,0.2298,0.1354,0.7562,0.5172,0.1739,0.2222,0.1429,0.2609,0.3333,0.2143,5.7802,5.0452
0,struct_mrx_10_000066,0.8710,0.3886,0.2697,0.1596,0.8684,0.6957,0.2308,0.3750,0.1667,0.3846,0.6250,0.2778,6.7669,1.5150
0,struct_mrx_10_000067,0.9311,0.2418,0.1712,0.0941,0.9473,0.4392,0.0800,0.1667,0.0526,0.3200,0.6667,0.2105,9.7050,1.3905
0,struct_mrx_10_000068,0.9147,0.5490,0.4340,0.2862,0.8980,0.7953,0.2400,0.2727,0.2143,0.8000,0.9091,0.7143,0.9055,0.8655
